driver,annual_kWh,sessions,cost_unc,cost_po,cost_smart,peak_unc,peak_po,peak_smart,savings_po_eur,savings_smart_eur,savings_po_pct,savings_smart_pct,peak_drop_smart_pct
133,2803.7640312133835,117,844.8140154350006,734.022385438155,735.1421741776975,11.0,0.3512410839571893,0.14632107023411373,110.79162999684559,109.67184125730307,13.114321965858746,12.981773414451734,98.66980845241716
134,3250.042782964992,155,961.1350012948619,842.6946490718097,848.0693694407131,11.0,0.38547060117585624,0.09948131773650562,118.44035222305217,113.06563185414882,12.322967331695002,11.763761771429024,99.0956243842136
135,2217.798792245543,154,709.1558822155287,578.2805429101371,578.2496040744753,11.0,0.16208266922792122,0.09988206422033663,130.87533930539155,130.90627814105335,18.455087603097052,18.459450372473672,99.09198123436057
136,3345.213709127933,154,1070.4859023353274,868.784470620913,863.0666657317724,11.0,0.31709839657797506,0.06881705251270469,201.7014317144144,207.41923660355496,18.84204465228276,19.376176384112842,99.3743904317027
137,2785.0115585785843,98,905.9891040232927,719.7902845248439,735.2733128623794,11.0,0.518156284197387,0.14792558322134447,186.19881949844887,170.71579116091334,20.55199324932077,18.843029171410905,98.65522197071505
138,2872.7305460531306,147,806.8652019987102,736.9202286050515,750.8709075399421,11.0,0.21417309475048946,0.09675221335445282,69.94497339365864,55.99429445876808,8.66873093800499,6.939733467258585,99.12043442405043
139,2460.419471630454,117,823.435731836912,645.2883913311518,643.3951161813674,11.0,0.5067459240640907,0.13033469205919498,178.1473405057602,180.04061565554468,21.634638092319715,21.864561943882606,98.81513916309824
140,2747.2627269848012,135,799.6378370563973,704.0908913665975,715.5355674319669,11.0,0.32592592592592595,0.11352732909791864,95.54694568979983,84.10226962443039,11.948777466749743,10.51754503439021,98.9679333718371
141,3011.243161524698,145,879.9136891561645,790.5316860528152,796.4120836669915,11.0,0.3911662867483892,0.0922157620107581,89.38200310334935,83.50160548917302,10.158042113092536,9.489749565011413,99.1616748908113
142,3583.2928330854884,90,1060.4435807323912,945.9305436475327,968.8392100997654,11.0,0.35058852203045837,0.6974637681159421,114.51303708485852,91.60437063262577,10.798597791102713,8.638306864883806,93.65942028985508
143,3130.0383537520484,113,892.741685642553,822.71201241428,831.0103394081891,11.0,0.3637885192187642,0.23807233551365914,70.02967322827294,61.731346234363855,7.8443377692024,6.914804946061477,97.83570604078491
144,2770.3077322618838,88,856.3733460481387,741.1833017994375,741.8691549382792,11.0,0.16653049721322122,0.2926421572922728,115.19004424870127,114.50419110985956,13.450914228036492,13.370826128376843,97.33961675188843
145,2487.2598730447075,100,677.8805850746235,637.7712151577553,640.5412154096967,0.0,0.0,0.0,40.10936991686822,37.33936966492672,5.9168784001171595,5.508251820018754,
