car,kwh,is_dc,stored_kwh,self_cons_value,arbitrage_value,backup,gross,capex_yr,net_vs_nothing,net_adv_vs_battery
Kia EV6 (post-24),77.4,True,1841.8325370803266,607.8047372365078,0.0,40.01536791524788,647.8201051517557,848.511889496808,-200.69178434505227,-150.69178434505227
Kia EV9,99.8,True,611.8424238377216,201.90799986644814,0.0,17.400741428876128,219.30874129532427,854.0298858667553,-634.7211445714311,-584.7211445714311
VW ID.7 (77 kWh),77.0,True,1014.5590962614186,334.8045017662682,1196.3093097590754,7.7624556004990275,1538.8762671258426,852.6325994128762,686.2436677129664,736.2436677129664
Renault 5 E-Tech,52.0,False,1764.367332467955,582.2412197144253,297.96024808860113,53.03535177362304,933.2368195766494,630.1727071556488,303.0641124210006,353.0641124210006
Kia EV6 (post-24),77.4,True,627.019054545296,206.91628799994768,1242.4298964908285,42.703386464024874,1492.0495709548009,851.182966964195,640.8666039906059,690.8666039906059
VW ID.7 (77 kWh),77.0,True,570.7822610855364,188.35814615822704,0.0,58.49213515503964,246.8502813132667,822.9993499151324,-576.1490686018657,-526.1490686018657
Renault 5 E-Tech,52.0,False,1971.0450596118696,650.444869671917,398.656735801809,0.0,1049.101605473726,529.1633113972548,519.9382940764713,569.9382940764713
Renault 5 E-Tech,52.0,False,1938.7134114079731,639.7754257646311,0.0,29.122547692316658,668.8979734569477,672.8933006364434,-3.995327179495689,46.00467282050431
Renault 5 E-Tech,52.0,False,1810.7920938870384,597.5613909827227,441.21056182643576,49.26861001318376,1088.040562822342,586.4352220507715,501.6053407715706,551.6053407715706
Kia EV6 (post-24),77.4,True,0.0,0.0,0.0,34.299985258845936,34.299985258845936,818.1733633152992,-783.8733780564532,-733.8733780564532
Renault 5 E-Tech,52.0,False,1704.0930787669777,562.3507159931027,0.0,25.62082875149063,587.9715447445933,617.3523237854974,-29.380779040904144,20.619220959095856
Kia EV9,99.8,True,868.8611921793012,286.7241934191694,0.0,26.3641077099759,313.0883011291453,870.6020296819412,-557.5137285527959,-507.5137285527959
Renault 4 E-Tech,52.0,False,1615.1425158536351,532.9970302316996,385.9945780559059,29.83875893553383,948.8303672231393,610.4905927100283,338.339774513111,388.339774513111
Renault 5 E-Tech,52.0,False,0.0,0.0,464.4622786965466,28.173116811629694,492.6353955081763,630.4682769440745,-137.83288143589823,-87.83288143589823
Kia EV6 (post-24),77.4,True,2264.393434011703,747.249833223862,343.4311543923921,61.42664452866054,1152.1076321449145,820.32617597281,331.7814561721045,381.7814561721045
Renault 5 E-Tech,52.0,False,2342.573709244634,773.0493240507292,273.8843446862686,40.402154790236516,1087.3358235272342,459.5,627.8358235272342,677.8358235272342
Renault 5 E-Tech,52.0,False,2329.9228543245586,768.8745419271044,156.06445610870423,28.242132933037823,953.1811309688464,459.5,493.68113096884645,543.6811309688464
Kia EV9,99.8,True,0.0,0.0,1271.6987155719896,24.138969116545294,1295.8376846885349,849.8225487381575,446.0151359503774,496.0151359503774
Hyundai Ioniq 5/6,77.4,True,1868.88269258422,616.7312885527926,0.0,31.968798786985708,648.7000873397784,858.0675717017708,-209.3674843619924,-159.3674843619924
Nissan Leaf (new),52.0,True,624.1959375520055,205.98465939216183,520.734104923918,0.0,726.7187643160798,873.0057001595293,-146.28693584344944,-96.28693584344944
Kia EV6 (post-24),77.4,True,2115.5880157988504,698.1440452136206,0.0,24.6921071664126,722.8361523800332,916.5765529344869,-193.7404005544537,-143.7404005544537
Renault 5 E-Tech,52.0,False,1909.381411991287,630.0958659571247,0.0,33.81432258788699,663.9101885450117,683.5539068750303,-19.6437183300186,30.3562816699814
Hyundai Ioniq 5/6,77.4,True,0.0,0.0,336.57338746566063,27.996466612535517,364.56985407819616,897.3008317284654,-532.7309776502692,-482.7309776502692
Renault 5 E-Tech,52.0,False,2024.6944024080854,668.1491527946682,0.0,7.427259973165851,675.5764127678341,467.67577798935383,207.90063477848025,257.90063477848025
VW ID.7 (77 kWh),77.0,True,1590.3326798296423,524.809784343782,824.3002540052256,16.799642136144957,1365.9096804851524,912.2038335948637,453.70584689028874,503.70584689028874
Kia EV9,99.8,True,0.0,0.0,0.0,32.308477873267265,32.308477873267265,869.5033857137757,-837.1949078405084,-787.1949078405084
Hyundai Ioniq 5/6,77.4,True,2530.908036501808,835.1996520455967,609.4246887643354,21.92683398457557,1466.5511747945077,924.8509593060193,541.7002154884884,591.7002154884884
Kia EV6 (post-24),77.4,True,1250.1488977483455,412.549136256954,984.0498932685066,64.43549699612456,1461.0345265215851,944.7253970488528,516.3091294727324,566.3091294727324
Kia EV6 (post-24),77.4,True,1844.256638116156,608.6046905783315,879.2172130943097,38.265120361018866,1526.0870240336603,829.5126109076512,696.5744131260092,746.5744131260092
VW ID.7 (77 kWh),77.0,True,0.0,0.0,1154.251975340258,21.706666881126267,1175.9586422213843,820.0116096050306,355.9470326163537,405.9470326163537
Renault 5 E-Tech,52.0,False,0.0,0.0,178.28702242834558,15.340794379209184,193.62781680755475,615.7077515259168,-422.0799347183621,-372.0799347183621
Renault 5 E-Tech,52.0,False,965.5545458525041,318.63300013132636,0.0,4.24723293903183,322.8802330703582,590.7338329222388,-267.8535998518806,-217.85359985188057
Renault 5 E-Tech,52.0,False,0.0,0.0,0.0,27.83423223074301,27.83423223074301,520.8785000268302,-493.04426779608724,-443.04426779608724
Hyundai Ioniq 5/6,77.4,True,1604.0193856406038,529.3263972613993,0.0,38.330361702812915,567.6567589642121,846.4128965927572,-278.75613762854505,-228.75613762854505
Hyundai Ioniq 5/6,77.4,True,2731.617716505975,901.4338464469718,0.0,42.30969990313962,943.7435463501114,812.852135704878,130.89141064523335,180.89141064523335
Renault 5 E-Tech,52.0,False,2307.6289261553097,761.5175456312522,0.0,30.253695728359325,791.7712413596115,611.4083246101595,180.36291674945198,230.36291674945198
Hyundai Ioniq 5/6,77.4,True,2375.0958980092287,783.7816463430455,690.7646174980644,0.0,1474.54626384111,848.7056747968787,625.8405890442313,675.8405890442313
Hyundai Ioniq 5/6,77.4,True,1771.5519369552715,584.6121391952396,0.0,30.028791046270467,614.6409302415101,953.7064251427207,-339.0654949012106,-289.0654949012106
Renault 5 E-Tech,52.0,False,1227.7200393312817,405.14761297932296,418.46095976252843,43.510000444989956,867.1185731868413,621.0801426832568,246.03843050358455,296.03843050358455
Nissan Leaf (new),52.0,True,2212.5929676977835,730.1556793402685,0.0,15.768325833228316,745.9240051734969,900.4998079531437,-154.57580277964678,-104.57580277964678
Kia EV6 (post-24),77.4,True,2420.4116152240777,798.7358330239457,0.0,15.353621208903386,814.0894542328491,764.0,50.08945423284911,100.0894542328491
Hyundai Ioniq 5/6,77.4,True,0.0,0.0,0.0,34.71769572054763,34.71769572054763,861.9670378278768,-827.2493421073291,-777.2493421073291
Hyundai Ioniq 5/6,77.4,True,0.0,0.0,0.0,35.52015530244745,35.52015530244745,783.6417450838978,-748.1215897814504,-698.1215897814504
Hyundai Ioniq 5/6,77.4,True,2085.3116983826126,688.1528604662622,0.0,24.040743649697372,712.1936041159595,922.8637210099772,-210.67011689401772,-160.67011689401772
VW ID.7 (77 kWh),77.0,True,0.0,0.0,0.0,45.29181610844552,45.29181610844552,902.6750864376185,-857.3832703291729,-807.3832703291729
Kia EV6 (post-24),77.4,True,3040.3483404817857,1003.3149523589893,0.0,20.555811968311602,1023.8707643273009,767.1539290467908,256.71683528051005,306.71683528051005
Hyundai Ioniq 5/6,77.4,True,2544.378608335181,839.6449407506097,0.0,44.5465324154344,884.1914731660441,886.8994977240338,-2.708024557989688,47.29197544201031
Nissan Leaf (new),52.0,True,0.0,0.0,0.0,23.3464205621836,23.3464205621836,861.0928066745757,-837.7463861123921,-787.7463861123921
VW ID.7 (77 kWh),77.0,True,1758.2932085259968,580.236758813579,725.3378112959925,19.359743967035854,1324.9343140766075,870.3265413355714,454.6077727410361,504.6077727410361
VW ID.7 (77 kWh),77.0,True,0.0,0.0,0.0,15.345431673532644,15.345431673532644,936.1580776778108,-920.8126460042781,-870.8126460042781
Renault 5 E-Tech,52.0,False,1706.7151860669271,563.216011402086,0.0,45.514430612501975,608.730442014588,517.2594458432588,91.47099617132915,141.47099617132915
Renault 5 E-Tech,52.0,False,1873.063972462289,618.1111109125554,431.54165338863595,34.02175971077625,1083.6745240119676,591.2200015732003,492.4545224387673,542.4545224387673
Kia EV9,99.8,True,0.0,0.0,680.776718649598,42.358844594030714,723.1355632436288,860.181396442474,-137.04583319884523,-87.04583319884523
Hyundai Ioniq 5/6,77.4,True,0.0,0.0,0.0,45.559346244953964,45.559346244953964,840.6030943886104,-795.0437481436564,-745.0437481436564
Kia EV9,99.8,True,1549.1947485634325,511.23426702593275,613.1158520970346,4.117064163041731,1128.467183286009,792.7465528690923,335.7206304169167,385.7206304169167
Kia EV9,99.8,True,888.8384981602035,293.31670439286717,0.0,11.374558497138654,304.6912628900058,832.7576817954211,-528.0664189054153,-478.0664189054153
Renault 5 E-Tech,52.0,False,1667.3609957036592,550.2291285822075,0.0,16.321070185700595,566.5501987679081,590.2673605203054,-23.71716175239726,26.28283824760274
Renault 5 E-Tech,52.0,False,1791.4376246596917,591.1744161376982,0.0,11.500093106212015,602.6745092439103,597.8900676890482,4.784441554862042,54.78444155486204
Hyundai Ioniq 5/6,77.4,True,1390.563256251959,458.8858745631465,603.8659354992143,11.995223764338057,1074.747033826699,831.270673738855,243.476360087844,293.476360087844
Renault 5 E-Tech,52.0,False,855.2798882706775,282.24236312932356,448.4719866525262,26.90247869620205,757.6168284780517,689.5,68.11682847805173,118.11682847805173
Kia EV6 (post-24),77.4,True,1638.7798699624723,540.7973570876159,0.0,0.9490062504976271,541.7463633381135,943.8712041080329,-402.1248407699194,-352.1248407699194
Kia EV9,99.8,True,1482.4831801926825,489.21944946358525,1500.2434778076802,23.302797283084104,2012.7657245543496,788.8784406146027,1223.8872839397468,1273.8872839397468
Hyundai Ioniq 5/6,77.4,True,0.0,0.0,0.0,39.74269196685943,39.74269196685943,880.650244323544,-840.9075523566846,-790.9075523566846
Kia EV9,99.8,True,1071.2227963697499,353.50352280201747,0.0,44.48794330212929,397.99146610414675,765.6297549126639,-367.63828880851713,-317.63828880851713
Hyundai Ioniq 5/6,77.4,True,1854.3531722882105,611.9365468551096,888.8160921938319,44.869300702881254,1545.6219397518228,890.4573556861442,655.1645840656786,705.1645840656786
Kia EV9,99.8,True,0.0,0.0,1594.138916716965,16.121246440404203,1610.260163157369,928.976047508378,681.2841156489911,731.2841156489911
Renault 5 E-Tech,52.0,False,1716.0405980222338,566.2933973473372,219.87226076746896,0.0,786.1656581148061,524.3171657771843,261.8484923376218,311.8484923376218
Kia EV9,99.8,True,1069.3581140167742,352.8881776255355,0.0,21.405706098579174,374.29388372411466,869.8478740924777,-495.55399036836303,-445.55399036836303
Kia EV9,99.8,True,0.0,0.0,0.0,0.9283343575083336,0.9283343575083336,855.4177072643358,-854.4893729068275,-804.4893729068275
Renault 5 E-Tech,52.0,False,2395.557038314933,790.5338226439279,163.7317494654778,18.74326801738013,973.0088401267859,544.8172389202834,428.19160120650247,478.19160120650247
Kia EV6 (post-24),77.4,True,1314.0269349010405,433.6288885173434,296.4987549801938,33.06462594990378,763.1922694474409,808.0422989423474,-44.850029494906494,5.149970505093506
VW ID.7 (77 kWh),77.0,True,1159.2080732722038,382.53866417982726,0.0,10.670159431103858,393.2088236109311,856.3968534520051,-463.18802984107396,-413.18802984107396
Renault 5 E-Tech,52.0,False,0.0,0.0,177.92455627414608,44.90715262306098,222.83170889720708,628.5820325760478,-405.75032367884074,-355.75032367884074
Kia EV9,99.8,True,0.0,0.0,0.0,59.16845494390426,59.16845494390426,890.2209937988864,-831.0525388549821,-781.0525388549821
Nissan Leaf (new),52.0,True,0.0,0.0,385.3882982047835,70.86756158199215,456.25585978677566,895.4026486186588,-439.1467888318831,-389.1467888318831
VW ID.7 (77 kWh),77.0,True,3606.1280037648958,1190.0222412424157,0.0,5.490186265975514,1195.5124275083913,830.7868502649872,364.72557724340413,414.72557724340413
Hyundai Ioniq 5/6,77.4,True,1232.1983452383615,406.62545392865934,0.0,58.38158783452316,465.0070417631825,935.3834932052816,-470.37645144209915,-420.37645144209915
Kia EV6 (post-24),77.4,True,2611.7419571454207,861.8748458579888,0.0,34.89028528837385,896.7651311463627,893.6559605011164,3.1091706452463086,53.10917064524631
Renault 4 E-Tech,52.0,False,1345.549328235877,444.03127831783945,339.23386315003415,21.251213297023593,804.5163547648972,557.9912145682243,246.52514019667285,296.52514019667285
Kia EV6 (post-24),77.4,True,2345.9865636959657,774.1755660196687,0.0,17.835388803431908,792.0109548231006,921.6588377030363,-129.64788287993565,-79.64788287993565
Renault 5 E-Tech,52.0,False,1676.86518587709,553.3655113394398,0.0,16.996253581384206,570.3617649208239,520.3383829454858,50.02338197533811,100.02338197533811
Renault 5 E-Tech,52.0,False,1646.0444709846074,543.1946754249204,532.7590427748034,9.9652482393427,1085.9189664390665,606.7560848223478,479.16288161671866,529.1628816167187
VW ID.7 (77 kWh),77.0,True,0.0,0.0,893.3284525794963,20.98862565029083,914.3170782297872,841.3627918560654,72.95428637372174,122.95428637372174
Hyundai Ioniq 5/6,77.4,True,1947.2847799535793,642.6039773846812,0.0,34.18850965603424,676.7924870407155,812.5685489846835,-135.776061943968,-85.77606194396799
Renault 5 E-Tech,52.0,False,1946.8706316801529,642.4673084544505,216.8877319095823,20.265935304441594,879.6209756684743,578.8399028802395,300.78107278823484,350.78107278823484
Hyundai Ioniq 5/6,77.4,True,0.0,0.0,0.0,30.246096182686042,30.246096182686042,994.0,-963.7539038173139,-913.7539038173139
Kia EV9,99.8,True,1783.171023546449,588.4464377703282,1235.2694108223736,38.07385681527229,1861.7897054079742,794.7936562615544,1066.9960491464199,1116.9960491464199
Hyundai Ioniq 5/6,77.4,True,1182.1431138952644,390.1072275854373,483.15091197500266,23.133881127694323,896.3920206881343,878.1666336947623,18.225386993372013,68.22538699337201
VW ID.7 (77 kWh),77.0,True,0.0,0.0,0.0,18.582336919493123,18.582336919493123,911.8807942151316,-893.2984572956384,-843.2984572956384
Kia EV9,99.8,True,2567.1303854498183,847.1530271984401,776.1912675891418,27.439725191955805,1650.7840199795378,799.2010146021333,851.5830053774044,901.5830053774044
Renault 4 E-Tech,52.0,False,2235.7118132790843,737.7848983820978,253.26375962093917,39.20276193602511,1030.251419939062,541.0750562562309,489.17636368283115,539.1763636828312
VW ID.7 (77 kWh),77.0,True,0.0,0.0,0.0,20.92734582772113,20.92734582772113,870.13961520835,-849.2122693806289,-799.2122693806289
Renault 5 E-Tech,52.0,False,1161.471868616303,383.28571664338,0.0,30.791798564952565,414.07751520833256,548.3340111565936,-134.2564959482611,-84.25649594826109
Kia EV6 (post-24),77.4,True,1007.8799065759919,332.60036917007733,0.0,31.227337745185014,363.82770691526235,872.1401009034416,-508.3123939881793,-458.3123939881793
Renault 5 E-Tech,52.0,False,1875.8505217254392,619.030672169395,0.0,35.43856697930953,654.4692391487044,675.5908227221071,-21.12158357340263,28.87841642659737
Renault 4 E-Tech,52.0,False,2466.0314341955273,813.790373284524,182.41600347456847,28.831177239602887,1025.0375539986953,574.2518094551335,450.7857445435618,500.7857445435618
Renault 5 E-Tech,52.0,False,1588.9590917867793,524.3565002896372,428.75856976135043,27.639786012375886,980.7548560633636,619.6545281883483,361.1003278750153,411.1003278750153
Kia EV6 (post-24),77.4,True,0.0,0.0,0.0,20.422458866634123,20.422458866634123,768.8915639509434,-748.4691050843093,-698.4691050843093
VW ID.7 (77 kWh),77.0,True,1238.474616815703,408.696623549182,0.0,18.238317633254944,426.93494118243694,855.6079884295744,-428.6730472471375,-378.6730472471375
Renault 5 E-Tech,52.0,False,1524.33820722633,503.0316083846889,0.0,47.13892858066628,550.1705369653552,573.3824310586908,-23.211894093335673,26.788105906664327
VW ID.7 (77 kWh),77.0,True,0.0,0.0,1294.182055076333,23.884532667880375,1318.0665877442134,908.5158681796136,409.55071956459983,459.55071956459983
Renault 5 E-Tech,52.0,False,0.0,0.0,0.0,4.923866728102878,4.923866728102878,459.5,-454.5761332718971,-404.5761332718971
Hyundai Ioniq 5/6,77.4,True,1958.2642298733358,646.2271958582008,393.6969625370565,48.186097361520474,1088.1102557567779,860.0987094567257,228.01154630005215,278.01154630005215
Hyundai Ioniq 5/6,77.4,True,1914.995432143532,631.9484926073657,0.0,18.596522749935016,650.5450153573007,764.0,-113.45498464269929,-63.45498464269929
Hyundai Ioniq 5/6,77.4,True,1497.0421065255205,494.0238951534218,772.5058744683661,21.41895175449751,1287.9487213762854,809.5277744996963,478.42094687658914,528.4209468765891
Kia EV6 (post-24),77.4,True,1671.3595825234422,551.548662232736,1003.771850174074,20.120531940271928,1575.441044347082,909.2320069578889,666.2090373891931,716.2090373891931
Nissan Leaf (new),52.0,True,1613.058675848513,532.3093630300093,0.0,28.42488311503918,560.7342461450485,883.2469124318884,-322.51266628683993,-272.51266628683993
Hyundai Ioniq 5/6,77.4,True,0.0,0.0,0.0,40.316214519912556,40.316214519912556,956.0538667045915,-915.737652184679,-865.737652184679
Kia EV6 (post-24),77.4,True,2331.1856377453023,769.2912604559498,639.1864190201679,13.885103196721367,1422.362782672839,899.1796085200576,523.1831741527815,573.1831741527815
VW ID.7 (77 kWh),77.0,True,2706.0670815106605,893.002136898518,486.04584078140596,22.499245535695554,1401.5472232156194,782.737921186286,618.8093020293334,668.8093020293334
VW ID.7 (77 kWh),77.0,True,1357.0070949595115,447.81234133663884,1016.217168609369,12.226027369392213,1476.2555373153998,815.4543413086258,660.801196006774,710.801196006774
Renault 5 E-Tech,52.0,False,1609.1833549566024,531.0305071356788,558.8719760431457,36.357629842462835,1126.2601130212872,575.009668206583,551.2504448147042,601.2504448147042
Nissan Leaf (new),52.0,True,653.5262522445655,215.66366324070663,0.0,9.255324210353667,224.9189874510603,829.937322257803,-605.0183348067427,-555.0183348067427
Renault 5 E-Tech,52.0,False,0.0,0.0,578.758954630988,42.88241024215863,621.6413648731466,602.61793053245,19.023434340696554,69.02343434069655
Kia EV6 (post-24),77.4,True,2543.0837517221685,839.2176380683156,629.7656907329648,27.692093391386603,1496.6754221926672,860.5707117098502,636.1047104828169,686.1047104828169
Kia EV6 (post-24),77.4,True,0.0,0.0,0.0,28.8923648388674,28.8923648388674,977.7513729234428,-948.8590080845754,-898.8590080845754
VW ID.7 (77 kWh),77.0,True,837.6198154026313,276.4145390828683,0.0,14.048493990624227,290.46303307349257,764.0,-473.53696692650743,-423.53696692650743
Renault 5 E-Tech,52.0,False,0.0,0.0,171.1415442471543,17.98193996563733,189.12348421279162,655.0238914043323,-465.9004071915407,-415.9004071915407
Renault 5 E-Tech,52.0,False,1317.1918642518758,434.67331520311905,0.0,25.191017580134556,459.8643327832536,470.34131993236815,-10.476987149114564,39.523012850885436
Kia EV9,99.8,True,845.5061420220102,279.0170268672634,0.0,26.911414578413343,305.92844144567675,827.3643975076154,-521.4359560619387,-471.43595606193867
Renault 5 E-Tech,52.0,False,1730.8737938110792,571.1883519576561,0.0,38.59602990895793,609.784381866614,540.5509818962811,69.23339997033293,119.23339997033293
Hyundai Ioniq 5/6,77.4,True,0.0,0.0,0.0,45.37764503040959,45.37764503040959,764.0,-718.6223549695904,-668.6223549695904
Kia EV9,99.8,True,0.0,0.0,0.0,39.24377565698744,39.24377565698744,908.8131881584911,-869.5694125015037,-819.5694125015037
Kia EV6 (post-24),77.4,True,2214.009267428299,730.6230582513388,627.1910264909721,14.569154392467555,1372.3832391347785,876.7097440371114,495.6734950976671,545.6734950976671
Renault 5 E-Tech,52.0,False,1323.1056454234958,436.62486298975364,351.58567323406635,51.587799596965425,839.7983358207854,533.1140994947693,306.68423632601605,356.68423632601605
Hyundai Ioniq 5/6,77.4,True,2029.6108486649796,669.7715800594433,0.0,34.31919698119251,704.0907770406358,948.3678212489356,-244.2770442082998,-194.2770442082998
Renault 4 E-Tech,52.0,False,0.0,0.0,0.0,22.848051354705795,22.848051354705795,473.0787354210546,-450.23068406634883,-400.23068406634883
Hyundai Ioniq 5/6,77.4,True,1506.3991938012355,497.1117339544077,0.0,14.611800193371037,511.72353414777876,847.1917474612676,-335.46821331348883,-285.46821331348883
Renault 5 E-Tech,52.0,False,1096.8051076658899,361.9456855297437,0.0,15.045634456417167,376.9913199861609,636.8589793377525,-259.86765935159167,-209.86765935159167
Renault 5 E-Tech,52.0,False,2444.2018400259217,806.5866072085541,324.41090032313156,39.7195168250434,1170.717024356729,548.880832237997,621.8361921187321,671.8361921187321
Hyundai Ioniq 5/6,77.4,True,3290.5294312537776,1085.8747123137466,423.30841768290344,34.562790514587235,1543.7459205112373,841.4542069024125,702.2917136088248,752.2917136088248
Renault 4 E-Tech,52.0,False,0.0,0.0,0.0,18.79047635321041,18.79047635321041,588.6709263641073,-569.880450010897,-519.880450010897
Hyundai Ioniq 5/6,77.4,True,1584.3947147923152,522.850255881464,0.0,35.35836625214461,558.2086221336086,833.9661762034553,-275.7575540698467,-225.75755406984672
Renault 5 E-Tech,52.0,False,1566.7023699274553,517.0117820760603,0.0,16.857572237350002,533.8693543134103,689.5,-155.63064568658967,-105.63064568658967
Hyundai Ioniq 5/6,77.4,True,2844.131545368387,938.5634099715677,1073.2027605581761,24.79514330654435,2036.561313836288,848.6098216150476,1187.9514922212404,1237.9514922212404
Renault 5 E-Tech,52.0,False,615.4892508974997,203.11145279617492,0.0,52.538516650718776,255.6499694468937,502.4401457371467,-246.790176290253,-196.790176290253
Renault 5 E-Tech,52.0,False,2596.336754534064,856.7911289962411,246.2806043916128,12.350952690649526,1115.4226860785036,586.5490969722545,528.8735891062491,578.8735891062491
Renault 4 E-Tech,52.0,False,1244.5685465907852,410.70762037495916,0.0,27.575165076698557,438.28278545165773,602.4188222505618,-164.13603679890406,-114.13603679890406
Kia EV9,99.8,True,1862.7752012642222,614.7158164171933,991.5088496012247,30.75915641997033,1636.9838224383884,847.1036285592993,789.8801938790891,839.8801938790891
Renault 5 E-Tech,52.0,False,0.0,0.0,0.0,19.048259631103747,19.048259631103747,601.5048262953035,-582.4565666641997,-532.4565666641997
Hyundai Ioniq 5/6,77.4,True,0.0,0.0,0.0,34.48736347902114,34.48736347902114,844.4517773519419,-809.9644138729208,-759.9644138729208
Renault 5 E-Tech,52.0,False,0.0,0.0,0.0,0.0,0.0,535.7763863693133,-535.7763863693133,-485.7763863693133
Renault 5 E-Tech,52.0,False,2098.93800851263,692.6495428091679,0.0,26.55863830791735,719.2081811170852,676.7429433694336,42.4652377476516,92.4652377476516
Kia EV6 (post-24),77.4,True,2061.9980370840954,680.4593522377515,0.0,35.361272257412104,715.8206244951637,840.8268260651794,-125.00620157001572,-75.00620157001572
Hyundai Ioniq 5/6,77.4,True,1513.2465879641243,499.37137402816103,0.0,13.686542530811186,513.0579165589722,835.7391789007849,-322.6812623418126,-272.6812623418126
Kia EV9,99.8,True,2784.777157548384,918.9764619909668,0.0,38.43484917030314,957.4113111612699,975.5799807397682,-18.16866957849834,31.83133042150166
VW ID.7 (77 kWh),77.0,True,1864.5291804863516,615.2946295604961,343.78892346251115,16.372593650080365,975.4561466730876,936.9068824531254,38.5492642199622,88.5492642199622
Renault 5 E-Tech,52.0,False,0.0,0.0,716.9446275668311,31.8766320384586,748.8212596052897,537.9608819954523,210.86037760983743,260.8603776098374
Nissan Leaf (new),52.0,True,0.0,0.0,0.0,11.446029020611308,11.446029020611308,937.7364333127143,-926.2904042921031,-876.2904042921031
Hyundai Ioniq 5/6,77.4,True,1626.396151961817,536.7107301473997,0.0,12.993229441844548,549.7039595892442,884.0651529163463,-334.3611933271021,-284.3611933271021
Renault 5 E-Tech,52.0,False,1472.2200152662383,485.8326050378587,423.2678881464127,12.703151783371544,921.803644967643,553.9218878997532,367.8817570678898,417.8817570678898
VW ID.7 (77 kWh),77.0,True,1958.0708997165846,646.1633969064729,0.0,7.894293836540671,654.0576907430136,855.4572936865345,-201.3996029435209,-151.3996029435209
Renault 5 E-Tech,52.0,False,1805.703567179656,595.8821771692865,0.0,12.03976136503097,607.9219385343174,553.2057153025446,54.7162232317728,104.7162232317728
Kia EV6 (post-24),77.4,True,2693.1344021849613,888.7343527210373,0.0,39.17305562716956,927.9074083482069,959.07751576304,-31.17010741483307,18.82989258516693
Kia EV9,99.8,True,0.0,0.0,0.0,36.472283954608756,36.472283954608756,882.934531801359,-846.4622478467502,-796.4622478467502
Renault 5 E-Tech,52.0,False,1106.0820937561616,365.0070909395333,0.0,5.386103607757212,370.39319454729053,483.0039918164795,-112.61079726918899,-62.61079726918899
VW ID.7 (77 kWh),77.0,True,1460.2792873019953,481.8921648096585,0.0,40.904822974475735,522.7969877841342,783.7496813114027,-260.9526935272685,-210.95269352726848
Renault 5 E-Tech,52.0,False,1149.0028118706152,379.17092791730306,394.46872675047956,47.263421856063005,820.9030765238457,480.5343120164877,340.368764507358,390.368764507358
VW ID.7 (77 kWh),77.0,True,1667.0072510278148,550.1123928391789,0.0,31.111371313531006,581.2237641527099,906.7462374520562,-325.5224732993463,-275.5224732993463
Renault 5 E-Tech,52.0,False,2017.394860376278,665.7403039241718,0.0,22.532367281133638,688.2726712053054,583.587115517152,104.68555568815339,154.68555568815339
Renault 5 E-Tech,52.0,False,0.0,0.0,671.3140553121311,8.817159501032569,680.1312148131638,594.0765830585397,86.0546317546241,136.0546317546241
Hyundai Ioniq 5/6,77.4,True,1311.107277176717,432.6654014683166,210.8011931189021,54.99912060696231,698.4657151941809,810.0244431979985,-111.55872800381758,-61.55872800381758
VW ID.7 (77 kWh),77.0,True,2522.1747215409387,832.3176581085098,454.7775075033715,13.696086872144388,1300.7912524840258,818.746720215986,482.0445322680398,532.0445322680398
Renault 5 E-Tech,52.0,False,1751.3900118936342,577.9587039248993,267.00336940327946,20.216801876510907,865.1788752046897,577.8735790865196,287.3052961181701,337.3052961181701
VW ID.7 (77 kWh),77.0,True,0.0,0.0,0.0,0.0,0.0,990.7250930681387,-990.7250930681387,-940.7250930681387
Renault 5 E-Tech,52.0,False,1891.4271495578594,624.1709593540936,0.0,42.47668175888361,666.6476411129772,490.649981184076,175.99765992890121,225.99765992890121
Hyundai Ioniq 5/6,77.4,True,1243.532177147687,410.3656184587367,220.457922163411,15.634648186811248,646.4581888089589,887.4243059408648,-240.9661171319059,-190.9661171319059
Hyundai Ioniq 5/6,77.4,True,1757.863871871333,580.0950777175399,0.0,0.0,580.0950777175399,790.3483425415418,-210.25326482400192,-160.25326482400192
Renault 5 E-Tech,52.0,False,0.0,0.0,425.40083658531086,16.145235617510213,441.54607220282105,462.5731853560089,-21.027113153187827,28.972886846812173
Nissan Leaf (new),52.0,True,1973.8710388245343,651.3774428120963,255.30991347465832,34.831417598581,941.5187738853356,910.9023656871068,30.616408198228783,80.61640819822878
Hyundai Ioniq 5/6,77.4,True,1460.1057453457609,481.8348959641011,257.8617566149372,28.8664043318665,768.5630569109048,907.8082204054945,-139.24516349458963,-89.24516349458963
Kia EV9,99.8,True,3615.318309405568,1193.0550421038374,0.0,26.16574239811996,1219.2207845019575,764.0,455.2207845019575,505.2207845019575
Kia EV6 (post-24),77.4,True,2015.4368210259274,665.094150938556,808.1853618258149,34.728208252058415,1508.0077210164293,901.7699977312307,606.2377232851986,656.2377232851986
Hyundai Ioniq 5/6,77.4,True,2278.4267864388435,751.8808395248184,0.0,29.3962165430457,781.2770560678641,857.2357831757972,-75.9587271079331,-25.9587271079331
Kia EV6 (post-24),77.4,True,1459.7252904417978,481.7093458457933,437.7732408061451,41.79929131755526,961.2818779694936,882.3792771123286,78.902600857165,128.902600857165
VW ID.7 (77 kWh),77.0,True,3106.1755833452394,1025.0379425039291,570.6268061536618,40.36913473347261,1636.0338833910637,925.213529050847,710.8203543402167,760.8203543402167
